0	0	
0	2.34375	
0	4.6875	
0	7.03125	
0	9.375	
0	11.71875	
0	14.0625	
0	16.40625	
0	18.75	
0	21.09375	
0	23.4375	
0	25.78125	
0	28.125	
0	30.46875	
0	32.8125	
0	35.15625	
0	37.5	
0	39.84375	
0	42.1875	
0	44.53125	
0	46.875	
0	49.21875	
0	51.5625	
0	53.90625	
0	56.25	
0	58.59375	
0	60.9375	
0	63.28125	
0	65.625	
0	67.96875	
0	70.3125	
0	72.65625	
0	75	
0	77.34375	
0	79.6875	
0	82.03125	
0	84.375	
0	86.71875	
0	89.0625	
0	91.40625	
0	93.75	
0	96.09375	
0	98.4375	
0	100.78125	
0	103.125	
0	105.46875	
0	107.8125	
0	110.15625	
0	112.5	
0	114.84375	
0	117.1875	
0	119.53125	
0	121.875	
0	124.21875	
0	126.5625	
0	128.90625	
0	131.25	
0	133.59375	
0	135.9375	
0	138.28125	
0	140.625	
0	142.96875	
0	145.3125	
0	147.65625	
0	150	
0	152.34375	
0	154.6875	
0	157.03125	
0	159.375	
0	161.71875	
0	164.0625	
0	166.40625	
0	168.75	
0	171.09375	
0	173.4375	
0	175.78125	
0	178.125	
0	180.46875	
0	182.8125	
0	185.15625	
0	187.5	
0	189.84375	
0	192.1875	
0	194.53125	
0	196.875	
0	199.21875	
0	201.5625	
0	203.90625	
0	206.25	
0	208.59375	
0	210.9375	
0	213.28125	
0	215.625	
0	217.96875	
0	220.3125	
0	222.65625	
0	225	
0	227.34375	
0	229.6875	
0	232.03125	
0	234.375	
0	236.71875	
0	239.0625	
0	241.40625	
0	243.75	
0	246.09375	
0	248.4375	
0	250.78125	
0	253.125	
0	255.46875	
0	257.8125	
0	260.15625	
0	262.5	
0	264.84375	
0	267.1875	
0	269.53125	
0	271.875	
0	274.21875	
0	276.5625	
0	278.90625	
0	281.25	
0	283.59375	
0	285.9375	
0	288.28125	
0	290.625	
0	292.96875	
0	295.3125	
0	297.65625	
0	300	
0.108125	0	
0.108125	2.34375	
0.108125	4.6875	
0.108125	7.03125	
0.108125	9.375	
0.108125	11.71875	
0.108125	14.0625	
0.108125	16.40625	
0.108125	18.75	
0.108125	21.09375	
0.108125	23.4375	
0.108125	25.78125	
0.108125	28.125	
0.108125	30.46875	
0.108125	32.8125	
0.108125	35.15625	
0.108125	37.5	
0.108125	39.84375	
